Image 0: Predicted - Ancistrus, Actual - Ancistrus
Image 2305: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2306: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2307: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2308: Predicted - Astyanax, Actual - Moenkhausia
Image 2309: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2310: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2311: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2312: Predicted - Pyrrhulina, Actual - Moenkhausia
Image 2313: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2314: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2315: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2316: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2317: Predicted - Hyphessobrycon, Actual - Moenkhausia
Image 2318: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2319: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2320: Predicted - Hemigrammus, Actual - Moenkhausia
Image 2321: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2322: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2323: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2324: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2325: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2326: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2327: Predicted - Hemigrammus, Actual - Moenkhausia
Image 2328: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2329: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2330: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2331: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2332: Predicted - Hyphessobrycon, Actual - Moenkhausia
Image 2333: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2334: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2335: Predicted - Hyphessobrycon, Actual - Moenkhausia
Image 2336: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2337: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2338: Predicted - Hyphessobrycon, Actual - Moenkhausia
Image 2339: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2340: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2341: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2342: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2343: Predicted - Hemigrammus, Actual - Moenkhausia
Image 2344: Predicted - Hyphessobrycon, Actual - Moenkhausia
Image 2345: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2346: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2347: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2348: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2349: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2350: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2351: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2352: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2353: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2354: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2355: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2356: Predicted - Hemigrammus, Actual - Moenkhausia
Image 2357: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2358: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2359: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2360: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2361: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2362: Predicted - Hyphessobrycon, Actual - Moenkhausia
Image 2363: Predicted - Hemigrammus, Actual - Moenkhausia
Image 2364: Predicted - Hyphessobrycon, Actual - Moenkhausia
Image 2365: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2366: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2367: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2368: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2369: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2370: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2371: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2372: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2373: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2374: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2375: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2376: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2377: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2378: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2379: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2380: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2381: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2382: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2383: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2384: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2385: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2386: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2387: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2388: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2389: Predicted - Tetragonopterus, Actual - Moenkhausia
Image 2390: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2391: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2392: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2393: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2394: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2395: Predicted - Hemigrammus, Actual - Moenkhausia
Image 2396: Predicted - Hyphessobrycon, Actual - Moenkhausia
Image 2397: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2398: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2399: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2400: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2401: Predicted - Hemigrammus, Actual - Moenkhausia
Image 2402: Predicted - Hemigrammus, Actual - Moenkhausia
Image 2403: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2404: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2405: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2406: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2407: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2408: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2409: Predicted - Creagrutus, Actual - Moenkhausia
Image 2410: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2411: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2412: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2413: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2414: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2415: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2416: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2417: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2418: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2419: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2420: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2421: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2422: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2423: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2424: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2425: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2426: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2427: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2428: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2429: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2430: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2431: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2432: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2433: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2434: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2435: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2436: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2437: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2438: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2439: Predicted - Hemigrammus, Actual - Moenkhausia
Image 2440: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2441: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2442: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2443: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2444: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2445: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2446: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2447: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2448: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2449: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2450: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2451: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2452: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2453: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2454: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2455: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2456: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2457: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2458: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2459: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2460: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2461: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2462: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2463: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2464: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2465: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2466: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2467: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2468: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2469: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2470: Predicted - Hemigrammus, Actual - Moenkhausia
Image 2471: Predicted - Moenkhausia, Actual - Moenkhausia
Image 2472: Predicted - Oxyropsis, Actual - Otocinclus
Image 2473: Predicted - Oxyropsis, Actual - Otocinclus
Image 2474: Predicted - Copella, Actual - Otocinclus
Image 2475: Predicted - Copella, Actual - Otocinclus
Image 2476: Predicted - Characidium, Actual - Otocinclus
Image 2477: Predicted - Otocinclus, Actual - Otocinclus
Image 2478: Predicted - Otocinclus, Actual - Otocinclus
Image 2479: Predicted - Otocinclus, Actual - Otocinclus
Image 2480: Predicted - Otocinclus, Actual - Otocinclus
Image 2481: Predicted - Otocinclus, Actual - Otocinclus
Image 2482: Predicted - Otocinclus, Actual - Otocinclus
Image 2483: Predicted - Otocinclus, Actual - Otocinclus
Image 2484: Predicted - Oxyropsis, Actual - Otocinclus
Image 2485: Predicted - Otocinclus, Actual - Otocinclus
Image 2486: Predicted - Otocinclus, Actual - Otocinclus
Image 2487: Predicted - Otocinclus, Actual - Otocinclus
Image 2488: Predicted - Otocinclus, Actual - Otocinclus
Image 2489: Predicted - Copella, Actual - Otocinclus
Image 2490: Predicted - Otocinclus, Actual - Otocinclus
Image 2491: Predicted - Oxyropsis, Actual - Otocinclus
Image 2492: Predicted - Otocinclus, Actual - Otocinclus
Image 2493: Predicted - Otocinclus, Actual - Otocinclus
Image 2494: Predicted - Otocinclus, Actual - Otocinclus
Image 2495: Predicted - Copella, Actual - Otocinclus
Image 2496: Predicted - Hemigrammus, Actual - Otocinclus
Image 2497: Predicted - Copella, Actual - Otocinclus
Image 2498: Predicted - Copella, Actual - Otocinclus
Image 2499: Predicted - Otocinclus, Actual - Otocinclus
Image 2500: Predicted - Oxyropsis, Actual - Otocinclus
Image 2501: Predicted - Otocinclus, Actual - Otocinclus
Image 2502: Predicted - Otocinclus, Actual - Otocinclus
Image 2503: Predicted - Otocinclus, Actual - Otocinclus
Image 2504: Predicted - Otocinclus, Actual - Otocinclus
Image 2505: Predicted - Otocinclus, Actual - Otocinclus
Image 2506: Predicted - Characidium, Actual - Otocinclus
Image 2507: Predicted - Otocinclus, Actual - Otocinclus
Image 2508: Predicted - Otocinclus, Actual - Otocinclus
Image 2509: Predicted - Otocinclus, Actual - Otocinclus
Image 2510: Predicted - Otocinclus, Actual - Otocinclus
Image 2511: Predicted - Otocinclus, Actual - Otocinclus
Image 2512: Predicted - Oxyropsis, Actual - Otocinclus
Image 2513: Predicted - Otocinclus, Actual - Otocinclus
Image 2514: Predicted - Otocinclus, Actual - Otocinclus
Image 2515: Predicted - Otocinclus, Actual - Otocinclus
Image 2516: Predicted - Doras, Actual - Otocinclus
Image 2517: Predicted - Oxyropsis, Actual - Otocinclus
Image 2518: Predicted - Otocinclus, Actual - Otocinclus
Image 2519: Predicted - Otocinclus, Actual - Otocinclus
Image 2520: Predicted - Otocinclus, Actual - Otocinclus
Image 2521: Predicted - Oxyropsis, Actual - Otocinclus
Image 2522: Predicted - Otocinclus, Actual - Otocinclus
Image 2523: Predicted - Otocinclus, Actual - Otocinclus
Image 2524: Predicted - Otocinclus, Actual - Otocinclus
Image 2525: Predicted - Otocinclus, Actual - Otocinclus
Image 2526: Predicted - Otocinclus, Actual - Otocinclus
Image 2527: Predicted - Otocinclus, Actual - Otocinclus
Image 2528: Predicted - Otocinclus, Actual - Otocinclus
Image 2529: Predicted - Otocinclus, Actual - Otocinclus
Image 2530: Predicted - Otocinclus, Actual - Otocinclus
Image 2531: Predicted - Otocinclus, Actual - Otocinclus
Image 2532: Predicted - Otocinclus, Actual - Otocinclus
Image 2533: Predicted - Otocinclus, Actual - Otocinclus
Image 2534: Predicted - Otocinclus, Actual - Otocinclus
Image 2535: Predicted - Otocinclus, Actual - Otocinclus
Image 2536: Predicted - Otocinclus, Actual - Otocinclus
Image 2537: Predicted - Hyphessobrycon, Actual - Otocinclus
Image 2538: Predicted - Otocinclus, Actual - Otocinclus
Image 2539: Predicted - Hyphessobrycon, Actual - Otocinclus
Image 2540: Predicted - Otocinclus, Actual - Otocinclus
Image 2541: Predicted - Otocinclus, Actual - Otocinclus
Image 2542: Predicted - Otocinclus, Actual - Otocinclus
Image 2543: Predicted - Hyphessobrycon, Actual - Otocinclus
Image 2544: Predicted - Otocinclus, Actual - Otocinclus
Image 2545: Predicted - Otocinclus, Actual - Otocinclus
Image 2546: Predicted - Otocinclus, Actual - Otocinclus
Image 2547: Predicted - Otocinclus, Actual - Otocinclus
Image 2548: Predicted - Otocinclus, Actual - Otocinclus
Image 2549: Predicted - Otocinclus, Actual - Otocinclus
Image 2550: Predicted - Otocinclus, Actual - Otocinclus
Image 2551: Predicted - Otocinclus, Actual - Otocinclus
Image 2552: Predicted - Otocinclus, Actual - Otocinclus
Image 2553: Predicted - Otocinclus, Actual - Otocinclus
Image 2554: Predicted - Otocinclus, Actual - Otocinclus
Image 2555: Predicted - Otocinclus, Actual - Otocinclus
Image 2556: Predicted - Otocinclus, Actual - Otocinclus
Image 2557: Predicted - Otocinclus, Actual - Otocinclus
Image 2558: Predicted - Otocinclus, Actual - Otocinclus
Image 2559: Predicted - Otocinclus, Actual - Otocinclus
Image 2560: Predicted - Otocinclus, Actual - Otocinclus
Image 2561: Predicted - Otocinclus, Actual - Otocinclus
Image 2562: Predicted - Otocinclus, Actual - Otocinclus
Image 2563: Predicted - Otocinclus, Actual - Otocinclus
Image 2564: Predicted - Otocinclus, Actual - Otocinclus
Image 2565: Predicted - Otocinclus, Actual - Otocinclus
Image 2566: Predicted - Otocinclus, Actual - Otocinclus
Image 2567: Predicted - Otocinclus, Actual - Otocinclus
Image 2568: Predicted - Otocinclus, Actual - Otocinclus
Image 2569: Predicted - Otocinclus, Actual - Otocinclus
Image 2570: Predicted - Otocinclus, Actual - Otocinclus
Image 2571: Predicted - Otocinclus, Actual - Otocinclus
Image 2572: Predicted - Otocinclus, Actual - Otocinclus
Image 2573: Predicted - Otocinclus, Actual - Otocinclus
Image 2574: Predicted - Otocinclus, Actual - Otocinclus
Image 2575: Predicted - Otocinclus, Actual - Otocinclus
Image 2576: Predicted - Otocinclus, Actual - Otocinclus
Image 2577: Predicted - Otocinclus, Actual - Otocinclus
Image 2578: Predicted - Otocinclus, Actual - Otocinclus
Image 2579: Predicted - Otocinclus, Actual - Otocinclus
Image 2580: Predicted - Otocinclus, Actual - Otocinclus
Image 2581: Predicted - Characidium, Actual - Otocinclus
Image 2582: Predicted - Otocinclus, Actual - Otocinclus
Image 2583: Predicted - Otocinclus, Actual - Otocinclus
Image 2584: Predicted - Otocinclus, Actual - Otocinclus
Image 2585: Predicted - Otocinclus, Actual - Otocinclus
Image 2586: Predicted - Copella, Actual - Otocinclus
Image 2587: Predicted - Oxyropsis, Actual - Otocinclus
Image 2588: Predicted - Otocinclus, Actual - Otocinclus
Image 2589: Predicted - Otocinclus, Actual - Otocinclus
Image 2590: Predicted - Hemigrammus, Actual - Otocinclus
Image 2591: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2592: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2593: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2594: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2595: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2596: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2597: Predicted - Otocinclus, Actual - Oxyropsis
Image 2598: Predicted - Copella, Actual - Oxyropsis
Image 2599: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2600: Predicted - Copella, Actual - Oxyropsis
Image 2601: Predicted - Hemigrammus, Actual - Oxyropsis
Image 2602: Predicted - Otocinclus, Actual - Oxyropsis
Image 2603: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2604: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2605: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2606: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2607: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2608: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2609: Predicted - Otocinclus, Actual - Oxyropsis
Image 2610: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2611: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2612: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2613: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2614: Predicted - Oxyropsis, Actual - Oxyropsis
Image 2615: Predicted - Otocinclus, Actual - Oxyropsis
Image 2616: Predicted - Hyphessobrycon, Actual - Phenacogaster
Image 2617: Predicted - Phenacogaster, Actual - Phenacogaster
Image 2618: Predicted - Hemigrammus, Actual - Phenacogaster
Image 2619: Predicted - Phenacogaster, Actual - Phenacogaster
Image 2620: Predicted - Phenacogaster, Actual - Phenacogaster
Image 2621: Predicted - Phenacogaster, Actual - Phenacogaster
Image 2622: Predicted - Phenacogaster, Actual - Phenacogaster
Image 2623: Predicted - Phenacogaster, Actual - Phenacogaster
Image 2624: Predicted - Hyphessobrycon, Actual - Phenacogaster
Image 2625: Predicted - Hyphessobrycon, Actual - Phenacogaster
Image 2626: Predicted - Phenacogaster, Actual - Phenacogaster
Image 2627: Predicted - Hyphessobrycon, Actual - Phenacogaster
Image 2628: Predicted - Phenacogaster, Actual - Phenacogaster
Image 2629: Predicted - Copella, Actual - Phenacogaster
Image 2630: Predicted - Hyphessobrycon, Actual - Phenacogaster
Image 2631: Predicted - Hemigrammus, Actual - Phenacogaster
Image 2632: Predicted - Knodus, Actual - Phenacogaster
Image 2633: Predicted - Hemigrammus, Actual - Phenacogaster
Image 2634: Predicted - Phenacogaster, Actual - Phenacogaster
Image 2635: Predicted - Phenacogaster, Actual - Phenacogaster
